city,location_code,daily_energy_consumption_kwh,roof_area_sqm,load_shedding_hours,solar_irradiance_kwh_per_m2,sun_hours,avg_temp_c,recommended_system_size_kw,estimated_cost_pkr
Lahore,LHR,25.807404746181927,44.00457945175252,2,5.2,5.2,28,6.82,1090991.0
Karachi,KHI,19.38718823118377,23.733026238402655,0,5.8,5.8,32,4.33,693228.0
Multan,MUL,14.378344777926628,45.58832610152879,12,5.6,5.6,30,3.57,570815.0
Hyderabad,HYD,15.993096585896929,31.708637259894093,10,5.7,5.7,31,3.75,599266.0
Islamabad,ISB,22.749826636215204,28.665182434325406,6,4.9,4.9,25,5.78,924568.0
Multan,MUL,16.827556830482017,45.65235157909064,12,5.6,5.6,30,3.57,571240.0
Bahawalpur,BWP,16.494182154424657,40.69471078692912,4,5.5,5.5,29,3.72,594636.0
Bahawalpur,BWP,21.84123034734702,31.108791993239535,10,5.5,5.5,29,5.51,881196.0
Lahore,LHR,29.070866479876894,22.331372551751766,0,5.2,5.2,28,7.69,1231073.0
Lahore,LHR,11.952326795017521,37.34216306037237,6,5.2,5.2,28,2.93,468370.0
Multan,MUL,19.0675972059754,22.487437441834434,8,5.6,5.6,30,4.26,680998.0
Islamabad,ISB,17.562919262962346,25.78518826826737,10,4.9,4.9,25,4.49,719014.0
Bahawalpur,BWP,23.491862236283175,20.893715120978666,0,5.5,5.5,29,5.51,882305.0
Islamabad,ISB,26.798011830078874,20.146533980607558,10,4.9,4.9,25,6.91,1105692.0
Hyderabad,HYD,10.338127254551788,45.25950584174679,4,5.7,5.7,31,2.05,327509.0
Islamabad,ISB,18.495060953945803,45.04698285093174,10,4.9,4.9,25,5.23,836549.0
Karachi,KHI,18.634849203506093,23.349077881881847,2,5.8,5.8,32,4.31,690126.0
Lahore,LHR,13.053758241031097,25.98714847687816,6,5.2,5.2,28,3.58,573265.0
Bahawalpur,BWP,22.15413395153473,27.87530871449497,12,5.5,5.5,29,5.01,802018.0
Hyderabad,HYD,26.732761996224028,34.49198735579908,8,5.7,5.7,31,5.99,958081.0
Peshawar,PEW,29.512781257039197,26.016939787642098,4,5.1,5.1,27,7.24,1158267.0
Peshawar,PEW,16.346043160492105,47.325026809692616,10,5.1,5.1,27,4.6,735832.0
Quetta,QTA,25.867950920440535,45.98069572041874,4,5.4,5.4,24,6.49,1038293.0
Peshawar,PEW,20.087429470347352,39.68537108668061,6,5.1,5.1,27,4.88,781149.0
Peshawar,PEW,14.199416245203853,41.65949440854934,2,5.1,5.1,27,3.6,575293.0
Peshawar,PEW,11.496344870571775,21.603761378144544,0,5.1,5.1,27,2.96,474220.0
Multan,MUL,9.085690401343268,37.08003895721676,2,5.6,5.6,30,1.95,312075.0
Karachi,KHI,21.045619421283504,36.130505652653014,6,5.8,5.8,32,4.83,773269.0
Quetta,QTA,20.459103363663708,42.89884735991845,10,5.4,5.4,24,5.17,826593.0
Quetta,QTA,8.44267788076763,42.58181413477928,4,5.4,5.4,24,2.01,320876.0
Bahawalpur,BWP,10.048357443184582,34.04425825612208,6,5.5,5.5,29,2.51,401831.0
Multan,MUL,14.441883068217713,31.2529821595505,0,5.6,5.6,30,3.07,491551.0
Islamabad,ISB,15.018966457201763,49.06903586246899,6,4.9,4.9,25,3.81,608969.0
Hyderabad,HYD,23.208638925375034,47.08487921107894,8,5.7,5.7,31,5.69,910637.0
Hyderabad,HYD,17.11519430844457,23.37158147966782,2,5.7,5.7,31,3.88,620512.0
Bahawalpur,BWP,26.69653730113453,28.775450610230934,8,5.5,5.5,29,6.52,1043007.0
Quetta,QTA,16.338128329920387,30.60725370896825,0,5.4,5.4,24,4.06,648812.0
Lahore,LHR,28.566084889763626,45.04870325156351,2,5.2,5.2,28,8.08,1292686.0
Lahore,LHR,14.670580262712848,32.88343691236108,0,5.2,5.2,28,3.67,586651.0
Multan,MUL,28.831863788131372,27.2213775699052,10,5.6,5.6,30,7.27,1162978.0
Islamabad,ISB,9.83433918291271,47.85523255831336,2,4.9,4.9,25,2.54,405646.0
Karachi,KHI,15.60364371581737,38.645219334142524,4,5.8,5.8,32,3.18,508966.0
Lahore,LHR,12.108995621084844,44.937374152698276,12,5.2,5.2,28,2.96,473864.0
Quetta,QTA,19.738197538178746,20.007230140554036,6,5.4,5.4,24,5.25,840368.0
Hyderabad,HYD,12.581099789380717,27.514488402492905,2,5.7,5.7,31,3.0,479448.0
Quetta,QTA,19.093796137446695,45.96935109118196,0,5.4,5.4,24,4.45,711398.0
Multan,MUL,9.72779734144157,30.69214207548994,6,5.6,5.6,30,2.4,384484.0
Karachi,KHI,29.111027247403147,43.77987430254851,12,5.8,5.8,32,6.41,1025259.0
Multan,MUL,9.67865399182975,41.98100551612421,6,5.6,5.6,30,2.18,349249.0
Bahawalpur,BWP,25.793445410239265,27.781992164055616,10,5.5,5.5,29,6.14,982780.0
Lahore,LHR,17.992717234835446,45.90290043565302,10,5.2,5.2,28,4.53,724682.0
Multan,MUL,26.98520902246046,27.980641301864054,8,5.6,5.6,30,5.89,942109.0
Lahore,LHR,19.12700234512264,20.53964394717163,2,5.2,5.2,28,4.86,777924.0
Peshawar,PEW,25.270150396581766,43.85863547143053,0,5.1,5.1,27,6.82,1090808.0
Lahore,LHR,17.846538911175386,44.882866113019396,0,5.2,5.2,28,4.57,731096.0
Hyderabad,HYD,18.19813119347713,46.6351376777864,2,5.7,5.7,31,4.42,707496.0
Hyderabad,HYD,20.23006437563505,32.119288499092505,0,5.7,5.7,31,4.74,758341.0
Peshawar,PEW,17.604797878320138,39.01390927978187,12,5.1,5.1,27,4.76,761819.0
Quetta,QTA,15.431974953074409,31.642962060324713,2,5.4,5.4,24,3.74,599170.0
Lahore,LHR,8.29500798518671,20.583387752586397,10,5.2,5.2,28,2.09,333935.0
Quetta,QTA,12.87191961021139,44.16824866442944,6,5.4,5.4,24,3.48,556837.0
Lahore,LHR,20.564049573559323,20.269959718497674,6,5.2,5.2,28,5.54,886809.0
Quetta,QTA,18.121410568446358,28.930362756871162,4,5.4,5.4,24,4.13,661489.0
Lahore,LHR,29.881072118882685,34.45958560479218,6,5.2,5.2,28,8.03,1284003.0
Lahore,LHR,10.796257502956289,30.70169507926719,12,5.2,5.2,28,2.89,463096.0
Quetta,QTA,13.205928892340195,46.692469708861395,6,5.4,5.4,24,3.18,509083.0
Multan,MUL,29.96114856823185,49.8849107951079,10,5.6,5.6,30,7.07,1130637.0
Karachi,KHI,22.610214765253602,35.84142347011398,8,5.8,5.8,32,5.17,827333.0
Quetta,QTA,23.92776161318521,26.36134548148923,4,5.4,5.4,24,5.53,885223.0
Peshawar,PEW,25.32889048738659,29.33110001781011,12,5.1,5.1,27,6.5,1039454.0
Lahore,LHR,8.237564632569264,41.03033801285122,12,5.2,5.2,28,2.22,355501.0
Karachi,KHI,9.813531984417796,42.96957010115549,10,5.8,5.8,32,2.27,362639.0
Lahore,LHR,18.531437852525308,25.170476424348898,2,5.2,5.2,28,4.68,748085.0
Hyderabad,HYD,19.597240474581973,42.918895889768535,10,5.7,5.7,31,4.18,668208.0
Karachi,KHI,28.190690137973537,25.92346451273395,12,5.8,5.8,32,6.22,994858.0
Islamabad,ISB,22.436465568219347,34.14989548355481,12,4.9,4.9,25,6.22,994741.0
Peshawar,PEW,9.020863492332765,38.718785282960425,12,5.1,5.1,27,2.27,362578.0
Multan,MUL,9.697176229893342,29.185877614462434,4,5.6,5.6,30,2.39,382476.0
Lahore,LHR,13.263694980532206,28.415834655662028,2,5.2,5.2,28,3.53,565548.0
Islamabad,ISB,15.005943269727695,41.927841077991005,0,4.9,4.9,25,3.97,635042.0
Multan,MUL,24.215397388171855,22.10304440802326,2,5.6,5.6,30,6.18,989270.0
Lahore,LHR,21.44251505392234,38.72576218688811,4,5.2,5.2,28,5.76,920979.0
Hyderabad,HYD,24.63713897595669,28.277848938501887,8,5.7,5.7,31,6.05,968670.0
Islamabad,ISB,25.77026445041572,30.691714978997126,2,4.9,4.9,25,7.0,1119482.0
Multan,MUL,29.817095088640183,43.113134083770106,6,5.6,5.6,30,6.52,1042710.0
Peshawar,PEW,17.010340399775203,43.40252071204894,8,5.1,5.1,27,4.23,677504.0
Peshawar,PEW,13.018208313852472,47.66669954464581,12,5.1,5.1,27,3.35,536600.0
Hyderabad,HYD,21.311567575630363,36.796715955373564,0,5.7,5.7,31,4.92,786989.0
Karachi,KHI,19.108521689966803,25.292357312836586,12,5.8,5.8,32,4.32,691362.0
Multan,MUL,24.855456234821116,47.97331935132053,2,5.6,5.6,30,6.08,972109.0
Islamabad,ISB,16.1183901130458,24.065506206822622,2,4.9,4.9,25,4.37,698787.0
Quetta,QTA,16.94600359146935,31.494934056773772,2,5.4,5.4,24,3.79,606642.0
Quetta,QTA,18.038970052121172,25.123047800100107,8,5.4,5.4,24,4.19,670558.0
Peshawar,PEW,10.277284834134882,23.222429763086655,0,5.1,5.1,27,2.69,430556.0
Peshawar,PEW,8.249317050498727,36.459029155837506,12,5.1,5.1,27,2.1,335693.0
Multan,MUL,29.29533552893902,27.65546686322692,8,5.6,5.6,30,6.84,1095000.0
Lahore,LHR,20.020590278658194,37.084295439890326,2,5.2,5.2,28,4.94,790098.0
Quetta,QTA,9.013521732860287,36.31633763483353,12,5.4,5.4,24,2.24,358045.0
Peshawar,PEW,18.41556853906907,38.39511082229351,12,5.1,5.1,27,4.94,789654.0
Karachi,KHI,26.027412780748033,47.167464127193966,12,5.8,5.8,32,5.78,925567.0
Peshawar,PEW,19.70252550616141,28.535358792273325,10,5.1,5.1,27,5.14,822892.0
Quetta,QTA,11.58385839850267,44.37240972871702,8,5.4,5.4,24,2.76,441944.0
Lahore,LHR,28.11548973866264,27.958552672581572,10,5.2,5.2,28,6.73,1076750.0
Lahore,LHR,9.111164358310207,21.316432651062307,8,5.2,5.2,28,2.53,404178.0
Multan,MUL,25.28472129731202,29.773386312368547,0,5.6,5.6,30,5.89,941653.0
Hyderabad,HYD,17.80405361808756,46.869324591915046,2,5.7,5.7,31,3.91,625876.0
Peshawar,PEW,10.712246403953081,24.423578014247035,2,5.1,5.1,27,2.94,471010.0
Hyderabad,HYD,17.494855240585203,42.90809201264041,0,5.7,5.7,31,4.05,648543.0
Quetta,QTA,22.49876298417803,21.513667118603713,8,5.4,5.4,24,5.65,903877.0
Quetta,QTA,26.14641750670628,45.698370086747786,0,5.4,5.4,24,6.14,981681.0
Quetta,QTA,20.206167523072736,30.230605167681016,10,5.4,5.4,24,4.98,797554.0
Bahawalpur,BWP,20.92906450869024,46.87378618684118,4,5.5,5.5,29,4.83,772162.0
Peshawar,PEW,15.67915333815413,48.98677177117462,0,5.1,5.1,27,4.06,649440.0
Peshawar,PEW,16.2178865189145,40.0990977228997,6,5.1,5.1,27,4.02,643042.0
Peshawar,PEW,13.646973016305797,41.41702800189794,2,5.1,5.1,27,3.57,571694.0
Bahawalpur,BWP,13.808282613581646,20.161956265510323,8,5.5,5.5,29,3.43,549430.0
Bahawalpur,BWP,8.864422793315233,39.64721369443577,0,5.5,5.5,29,2.24,357682.0
Peshawar,PEW,19.705910126636248,34.47068625748259,8,5.1,5.1,27,5.05,808109.0
Quetta,QTA,9.49622510295325,25.813673900700646,2,5.4,5.4,24,2.21,352987.0
Peshawar,PEW,20.616818805601486,26.45731461502861,0,5.1,5.1,27,5.59,893640.0
Islamabad,ISB,28.72807999877205,35.55478924826721,10,4.9,4.9,25,8.32,1331392.0
Quetta,QTA,18.76510044445267,35.37728647772635,10,5.4,5.4,24,4.64,742654.0
Islamabad,ISB,18.008917090523994,34.123549910381215,4,4.9,4.9,25,4.97,795904.0
Hyderabad,HYD,8.928410308788566,34.88885376501919,8,5.7,5.7,31,2.24,358857.0
Karachi,KHI,9.6718571389483,40.363646667807345,0,5.8,5.8,32,2.27,362485.0
Lahore,LHR,22.404955699245942,31.702581163406407,2,5.2,5.2,28,5.94,951136.0
Lahore,LHR,24.096951173324598,24.624425730090024,0,5.2,5.2,28,5.78,924777.0
Bahawalpur,BWP,23.269591337681657,35.57489118723621,4,5.5,5.5,29,5.73,917406.0
Hyderabad,HYD,21.29182663979702,23.62881986715477,12,5.7,5.7,31,4.87,779876.0
Multan,MUL,20.95382594343691,22.676665041717158,8,5.6,5.6,30,4.73,756473.0
Hyderabad,HYD,11.845307730993476,49.6130025777235,12,5.7,5.7,31,3.03,484504.0
Quetta,QTA,10.084256125145572,49.2761258835061,0,5.4,5.4,24,2.65,423203.0
Hyderabad,HYD,17.323780073818632,39.49591765107725,8,5.7,5.7,31,4.12,659746.0
Hyderabad,HYD,14.120778115514087,21.84823955877408,4,5.7,5.7,31,3.1,495608.0
Lahore,LHR,27.690744894775612,40.58072671807673,0,5.2,5.2,28,7.43,1188877.0
Peshawar,PEW,20.592969971290835,32.13558573374705,8,5.1,5.1,27,4.99,798235.0
Islamabad,ISB,12.769914070440382,40.08833769612553,2,4.9,4.9,25,3.38,541069.0
Quetta,QTA,17.33207122641148,33.40066165233995,6,5.4,5.4,24,4.23,677566.0
Lahore,LHR,26.15296726455122,34.55766812441723,2,5.2,5.2,28,6.57,1050661.0
Lahore,LHR,9.890028540462051,41.42357422774748,12,5.2,5.2,28,2.63,420991.0
Multan,MUL,12.136345778318358,39.59410199875566,6,5.6,5.6,30,2.57,410935.0
Lahore,LHR,24.153011626093832,21.65328919822,2,5.2,5.2,28,6.03,965225.0
Bahawalpur,BWP,23.465817975230028,26.483779950462868,8,5.5,5.5,29,6.05,968626.0
Lahore,LHR,27.728424097970382,26.321199952247184,8,5.2,5.2,28,7.01,1121859.0
Lahore,LHR,14.151231518192901,23.82224215086287,2,5.2,5.2,28,3.58,572766.0
Karachi,KHI,22.184647984982043,30.189818614443283,4,5.8,5.8,32,5.48,877203.0
Quetta,QTA,20.263344382743124,27.68063519184539,8,5.4,5.4,24,4.9,783354.0
Karachi,KHI,17.617258310990763,28.036207484523224,4,5.8,5.8,32,4.14,663200.0
Lahore,LHR,10.067800447165244,28.72166922861995,4,5.2,5.2,28,2.4,384313.0
Islamabad,ISB,29.91852969339497,45.36653586490699,0,4.9,4.9,25,7.94,1271161.0
Lahore,LHR,8.88274164574221,47.043404886151386,0,5.2,5.2,28,2.4,384475.0
Quetta,QTA,26.326136734423894,40.94521582144715,0,5.4,5.4,24,6.38,1020242.0
Multan,MUL,15.395525670379437,29.25407637748059,12,5.6,5.6,30,3.21,513247.0
Multan,MUL,26.78505185755448,24.20496300148191,0,5.6,5.6,30,6.48,1036352.0
Quetta,QTA,8.176179094823222,22.852809431321884,6,5.4,5.4,24,2.0,320042.0
Quetta,QTA,23.76196559429338,27.4887411323175,2,5.4,5.4,24,5.55,887208.0
Lahore,LHR,25.88929974400391,48.73490652425829,8,5.2,5.2,28,6.6,1055801.0
Hyderabad,HYD,23.25440181352682,25.10777456376308,6,5.7,5.7,31,5.47,874419.0
Karachi,KHI,12.679993254866009,38.10757362974617,0,5.8,5.8,32,2.86,457098.0
Bahawalpur,BWP,16.906917571599173,35.19051659842437,8,5.5,5.5,29,4.2,671725.0
Lahore,LHR,14.077256715709158,43.77172326076441,2,5.2,5.2,28,3.59,574188.0
Hyderabad,HYD,27.44213455429051,36.844338312100305,6,5.7,5.7,31,6.61,1058275.0
Bahawalpur,BWP,29.900639436130838,20.677057496071313,12,5.5,5.5,29,7.22,1155838.0
Quetta,QTA,14.275375530748864,27.176332641026562,2,5.4,5.4,24,3.8,608208.0
Lahore,LHR,9.240400784771095,31.081479427477554,0,5.2,5.2,28,2.41,385250.0
Karachi,KHI,15.806605915474481,38.38053034023822,0,5.8,5.8,32,3.65,584637.0
Karachi,KHI,20.047554214382437,39.21449879426636,12,5.8,5.8,32,4.44,709993.0
Lahore,LHR,12.940812418385823,35.00593806568356,8,5.2,5.2,28,3.08,492134.0
Quetta,QTA,12.306412650059638,44.802272857275696,8,5.4,5.4,24,2.85,456117.0
Karachi,KHI,24.979224659503654,32.537224513862284,0,5.8,5.8,32,5.62,899174.0
Karachi,KHI,29.149361886285735,33.769091541960464,0,5.8,5.8,32,6.94,1109850.0
Islamabad,ISB,10.315833574569357,37.18048447570068,6,4.9,4.9,25,2.73,437275.0
Bahawalpur,BWP,18.226805177891954,38.917660919256306,8,5.5,5.5,29,4.52,723780.0
Peshawar,PEW,19.62885243162373,44.31811544780483,10,5.1,5.1,27,5.63,901572.0
Islamabad,ISB,21.87872285019246,30.48755587353176,12,4.9,4.9,25,6.24,999013.0
Bahawalpur,BWP,26.309260347585713,28.243934323037017,6,5.5,5.5,29,6.38,1020519.0
Hyderabad,HYD,10.069316045028952,48.541891174532466,10,5.7,5.7,31,2.23,357364.0
Bahawalpur,BWP,11.70917906554881,37.42390489560427,8,5.5,5.5,29,2.99,478227.0
Islamabad,ISB,28.166148259266155,41.16489955803871,4,4.9,4.9,25,7.7,1232062.0
Lahore,LHR,16.424622410415576,26.662465646269695,8,5.2,5.2,28,3.99,638914.0
Islamabad,ISB,21.38370102369693,33.33056588292485,0,4.9,4.9,25,5.96,954201.0
Karachi,KHI,29.946817044811393,46.608263326486025,10,5.8,5.8,32,7.14,1143004.0
Multan,MUL,16.23473185493914,26.939425467868805,2,5.6,5.6,30,4.05,647494.0
Karachi,KHI,25.30356951627901,29.376309567101664,12,5.8,5.8,32,5.46,873787.0
Karachi,KHI,26.493918186020757,45.42920988527766,12,5.8,5.8,32,5.63,901482.0
Quetta,QTA,21.255249998644032,28.874681557455894,0,5.4,5.4,24,5.55,887717.0
Bahawalpur,BWP,16.738111498976835,27.35837914923102,6,5.5,5.5,29,3.96,633876.0
Multan,MUL,29.366838061480877,33.1410097009294,8,5.6,5.6,30,7.04,1126896.0
Peshawar,PEW,11.459184632073136,40.71868226244025,0,5.1,5.1,27,2.84,454465.0
Lahore,LHR,17.689560554433015,47.035328696520665,12,5.2,5.2,28,4.87,779359.0
Islamabad,ISB,18.749308369315663,38.09666406973891,2,4.9,4.9,25,5.34,854869.0
Multan,MUL,15.31918395323874,33.14895824099498,8,5.6,5.6,30,3.67,587578.0
Multan,MUL,24.63124867648746,39.20581605611096,10,5.6,5.6,30,5.68,909435.0
Karachi,KHI,25.13811866632883,20.601581293520255,4,5.8,5.8,32,5.48,877292.0
Hyderabad,HYD,20.524190424911538,44.357273448797145,0,5.7,5.7,31,5.0,799947.0
Multan,MUL,23.868319917424188,24.69280756464857,10,5.6,5.6,30,5.96,953334.0
Quetta,QTA,23.976168644966315,45.25476093095787,8,5.4,5.4,24,5.26,841079.0
Lahore,LHR,8.691811011296846,41.79490239012268,2,5.2,5.2,28,2.23,356688.0
Bahawalpur,BWP,17.133598905290288,42.94636490265406,8,5.5,5.5,29,4.16,664861.0
Karachi,KHI,24.484937813133556,48.94071436485383,8,5.8,5.8,32,5.72,915495.0
Lahore,LHR,9.175561252602378,48.126510122220154,12,5.2,5.2,28,2.52,403998.0
Islamabad,ISB,10.060463957364439,43.042681352559995,4,4.9,4.9,25,3.03,484005.0
Islamabad,ISB,14.857473072841863,29.18717735685201,0,4.9,4.9,25,4.37,698812.0
Quetta,QTA,13.646557177710118,37.78954243266482,12,5.4,5.4,24,3.45,551754.0
Lahore,LHR,22.918695033806223,32.4328943740111,2,5.2,5.2,28,5.79,926788.0
Multan,MUL,29.927032114562955,42.52370693539363,4,5.6,5.6,30,7.3,1167659.0
Quetta,QTA,15.816372150825014,21.474824874651446,6,5.4,5.4,24,3.84,613795.0
Lahore,LHR,8.735383728050875,31.0025622927782,6,5.2,5.2,28,2.24,358107.0
Hyderabad,HYD,17.840005299456685,22.171291795823674,8,5.7,5.7,31,4.27,682409.0
Karachi,KHI,17.369649410807,49.56572399765654,2,5.8,5.8,32,3.83,613259.0
Peshawar,PEW,28.478323011867765,20.160469660826685,10,5.1,5.1,27,7.72,1235694.0
Hyderabad,HYD,10.114768738107333,32.737178215578666,12,5.7,5.7,31,2.38,380775.0
Islamabad,ISB,19.93250432418965,35.823693911651965,6,4.9,4.9,25,5.39,862922.0
Karachi,KHI,9.92664038569724,39.015494562059715,8,5.8,5.8,32,2.33,373348.0
Karachi,KHI,12.590342089485482,39.958185087107324,10,5.8,5.8,32,2.96,474231.0
Bahawalpur,BWP,24.190978331333916,29.036938843817246,2,5.5,5.5,29,5.59,894593.0
Lahore,LHR,17.784629760444275,21.39300966448437,8,5.2,5.2,28,4.8,767601.0
Lahore,LHR,17.807132446308348,44.460638715666846,12,5.2,5.2,28,4.28,684332.0
Peshawar,PEW,19.426749076236288,36.9509757492785,10,5.1,5.1,27,5.22,835049.0
Hyderabad,HYD,20.308455708039617,20.436024057979722,8,5.7,5.7,31,4.67,747005.0
Quetta,QTA,28.59728853175847,46.00074045198185,12,5.4,5.4,24,6.55,1048333.0
Quetta,QTA,26.48880729276549,39.440949719925854,12,5.4,5.4,24,6.81,1089727.0
Hyderabad,HYD,18.33952556247148,45.73751216730703,8,5.7,5.7,31,4.04,646186.0
Quetta,QTA,24.489361133449176,38.916777030372145,10,5.4,5.4,24,5.67,907468.0
Islamabad,ISB,17.621646593517085,47.97923187661954,10,4.9,4.9,25,4.28,685144.0
Hyderabad,HYD,19.006553236667823,40.367025266906225,4,5.7,5.7,31,4.41,706166.0
Islamabad,ISB,13.799319675751391,48.63920482148694,2,4.9,4.9,25,4.0,639554.0
Islamabad,ISB,11.231671606084522,45.67468721371711,0,4.9,4.9,25,3.19,510151.0
Peshawar,PEW,12.10472698358011,28.080791019906133,12,5.1,5.1,27,3.05,488179.0
Multan,MUL,29.79567628970831,27.428512615241555,2,5.6,5.6,30,6.97,1115517.0
Peshawar,PEW,26.57685155019171,27.17669640997574,12,5.1,5.1,27,6.43,1029311.0
Multan,MUL,20.906219211048352,38.73118093770831,12,5.6,5.6,30,4.88,781457.0
Multan,MUL,9.548098373932644,38.93102527136146,2,5.6,5.6,30,2.12,339828.0
Karachi,KHI,20.24811077070279,45.642218557759364,6,5.8,5.8,32,4.24,678751.0
Islamabad,ISB,12.052837784519905,33.1058010967138,6,4.9,4.9,25,3.06,489509.0
Hyderabad,HYD,19.620985369997452,39.85635164134074,4,5.7,5.7,31,4.5,719827.0
Multan,MUL,27.9287042261735,45.15647621074379,10,5.6,5.6,30,6.71,1074319.0
Karachi,KHI,24.0598509421892,23.952313988958924,12,5.8,5.8,32,5.82,931553.0
Multan,MUL,21.51990240086894,44.96487361187355,2,5.6,5.6,30,5.4,864198.0
Quetta,QTA,26.404152605731504,35.369010827463995,8,5.4,5.4,24,6.17,986987.0
Karachi,KHI,20.561814569171524,32.23647830590949,0,5.8,5.8,32,4.67,747707.0
Quetta,QTA,12.358876320118695,20.276026928761382,6,5.4,5.4,24,3.2,511625.0
Lahore,LHR,14.960258962529023,49.19434134280726,2,5.2,5.2,28,3.89,622619.0
Lahore,LHR,8.185932913374131,45.17623859118377,4,5.2,5.2,28,2.09,335133.0
Quetta,QTA,28.68395636404331,46.762230532808616,2,5.4,5.4,24,6.56,1049964.0
Lahore,LHR,8.98490455114671,21.621428820491797,4,5.2,5.2,28,2.26,362301.0
Karachi,KHI,20.09169062433277,46.634529210074575,12,5.8,5.8,32,5.02,803752.0
Quetta,QTA,16.6698402672207,29.498073044822387,10,5.4,5.4,24,4.11,657108.0
Bahawalpur,BWP,26.161678113628486,28.257083177933673,4,5.5,5.5,29,6.2,991261.0
Peshawar,PEW,27.723093521097883,49.480401461673026,6,5.1,5.1,27,6.2,992417.0
Quetta,QTA,17.139658357712538,32.23887806617179,0,5.4,5.4,24,4.08,652584.0
Multan,MUL,18.530187152111544,21.339836491366963,8,5.6,5.6,30,4.22,675016.0
Bahawalpur,BWP,14.430667024206425,44.332617386007755,6,5.5,5.5,29,3.68,588949.0
Hyderabad,HYD,24.113712100869883,32.9663956275507,12,5.7,5.7,31,5.63,901538.0
Lahore,LHR,21.39863678355215,43.069405856858886,2,5.2,5.2,28,5.97,955456.0
Peshawar,PEW,29.382918595715722,21.126569601801368,12,5.1,5.1,27,7.27,1163687.0
Islamabad,ISB,14.910416019966156,39.00392357707318,2,4.9,4.9,25,4.13,661216.0
Lahore,LHR,10.088980243203283,41.84550071565447,12,5.2,5.2,28,2.65,424159.0
Multan,MUL,29.503304849702452,21.120588093066647,0,5.6,5.6,30,7.03,1125467.0
Multan,MUL,29.96089391339911,46.66527535215596,12,5.6,5.6,30,6.76,1081090.0
Bahawalpur,BWP,22.102133261055428,47.0377762338969,0,5.5,5.5,29,5.53,884184.0
Karachi,KHI,28.904646529039464,21.897880154620243,12,5.8,5.8,32,7.01,1122255.0
Quetta,QTA,9.25691982555326,46.81322563285835,12,5.4,5.4,24,2.34,374470.0
Bahawalpur,BWP,10.837535974397635,34.0538371126126,8,5.5,5.5,29,2.82,451045.0
Peshawar,PEW,8.681353275295223,28.24686974771263,10,5.1,5.1,27,2.34,374836.0
Multan,MUL,29.618353052858524,39.111426605108825,10,5.6,5.6,30,7.11,1137000.0
Islamabad,ISB,27.928686579984728,35.48743469600181,8,4.9,4.9,25,7.2,1151242.0
Lahore,LHR,24.097515999909334,41.27542111383214,12,5.2,5.2,28,5.63,901336.0
Multan,MUL,12.642147217565572,40.64878995281765,6,5.6,5.6,30,2.71,432859.0
Multan,MUL,17.971758995568912,43.76569814825736,8,5.6,5.6,30,4.24,677906.0
Quetta,QTA,22.405066528253727,26.852775569252607,6,5.4,5.4,24,5.85,935597.0
Karachi,KHI,14.009511648138792,26.28557672937596,6,5.8,5.8,32,3.55,568581.0
Quetta,QTA,27.98562605318983,23.13440950261874,10,5.4,5.4,24,6.55,1048687.0
Lahore,LHR,28.2965929079276,37.05416606470459,6,5.2,5.2,28,6.78,1084951.0
Bahawalpur,BWP,26.0637239639613,22.770375168362968,12,5.5,5.5,29,6.97,1115782.0
Islamabad,ISB,19.48678285550789,32.04625214015847,2,4.9,4.9,25,5.09,815049.0
Hyderabad,HYD,21.589992329359475,33.689777714671955,8,5.7,5.7,31,4.88,781382.0
Bahawalpur,BWP,25.629745281945468,32.3151446404507,6,5.5,5.5,29,5.97,955593.0
Islamabad,ISB,16.933806916314964,44.786521273256604,8,4.9,4.9,25,4.75,759922.0
Islamabad,ISB,15.776504452824334,39.26628911008092,2,4.9,4.9,25,4.41,705026.0
Lahore,LHR,10.404147798099519,43.83152675278569,10,5.2,5.2,28,2.57,411231.0
Hyderabad,HYD,15.622324315730678,49.19136048542484,0,5.7,5.7,31,3.81,610355.0
Lahore,LHR,13.902072449978247,21.229346667496714,12,5.2,5.2,28,3.61,578176.0
Multan,MUL,23.56550201751694,20.935247273357636,6,5.6,5.6,30,5.49,877641.0
Islamabad,ISB,17.658912754065256,23.38390756599731,0,4.9,4.9,25,4.81,770044.0
Multan,MUL,25.023616468518746,30.750876069734854,6,5.6,5.6,30,5.98,956888.0
Multan,MUL,18.574256622872994,36.554862006025054,12,5.6,5.6,30,4.38,701253.0
Quetta,QTA,11.734686960556989,48.96959524299237,0,5.4,5.4,24,2.75,440043.0
Karachi,KHI,18.584765219970603,30.001035143496885,0,5.8,5.8,32,4.13,660835.0
Islamabad,ISB,17.12663070663509,41.9817024623992,8,4.9,4.9,25,4.49,717820.0
Quetta,QTA,26.33196820478865,27.49876943718487,2,5.4,5.4,24,6.58,1053124.0
